ID	Titolo del documento	Anno	Vol.	Carta-nr	Carta-lett	Quest.	Note	Nome	Categoria	Titolo categoria	Sottocategoria	Titolo sottocategoria
	0415.03.tif	1934-1935	III	415	b			come sei *stupido!*	I.	L'uomo. Il corpo umano nelle sue parti e nelle sue funzioni. Pregi e difetti fisici e morali.		
	0416.03.tif	1934-1935	III	416				sono *stanco e afflitto.*	I.	L'uomo. Il corpo umano nelle sue parti e nelle sue funzioni. Pregi e difetti fisici e morali.		
	0417.03.tif	1934-1935	III	417				*quanto sei presuntuoso!*	I.	L'uomo. Il corpo umano nelle sue parti e nelle sue funzioni. Pregi e difetti fisici e morali.		
	0418.03.tif	1934-1935	III	418				*che orgoglio che hai!*	I.	L'uomo. Il corpo umano nelle sue parti e nelle sue funzioni. Pregi e difetti fisici e morali.		
	0419.03.tif	1934-1935	III	419				*vive in ozio* ed è *pieno di vizi.*	I.	L'uomo. Il corpo umano nelle sue parti e nelle sue funzioni. Pregi e difetti fisici e morali.		
	0420.03.tif	1934-1935	III	420				*sentii il rimorso* e mi pentii.	I.	L'uomo. Il corpo umano nelle sue parti e nelle sue funzioni. Pregi e difetti fisici e morali.		
	0421.03.tif	1934-1935	III	421				sentii il rimorso *e mi pentii.*	I.	L'uomo. Il corpo umano nelle sue parti e nelle sue funzioni. Pregi e difetti fisici e morali.		
	0422.03.tif	1934-1935	III	422				*dovresti aver vergogna.*	I.	L'uomo. Il corpo umano nelle sue parti e nelle sue funzioni. Pregi e difetti fisici e morali.		
	0423.03.tif	1934-1935	III	423				[essi] *non avevano piu speranza.*	I.	L'uomo. Il corpo umano nelle sue parti e nelle sue funzioni. Pregi e difetti fisici e morali.		
	0424.03.tif	1934-1935	III	424	a			*ci vuol pazienza!* 	I.	L'uomo. Il corpo umano nelle sue parti e nelle sue funzioni. Pregi e difetti fisici e morali.		
	0424.03.tif	1934-1935	III	424	b			[egli] non ha *coraggio.*	I.	L'uomo. Il corpo umano nelle sue parti e nelle sue funzioni. Pregi e difetti fisici e morali.		
	0425.03.tif	1934-1935	III	425				[ciò] non mi *fa meraviglia.*	I.	L'uomo. Il corpo umano nelle sue parti e nelle sue funzioni. Pregi e difetti fisici e morali.		
	0426.03.tif	1934-1935	III	426				non ho per te *nessuna compassione.*	I.	L'uomo. Il corpo umano nelle sue parti e nelle sue funzioni. Pregi e difetti fisici e morali.		
	0427.03.tif	1934-1935	III	427				*non sento per te nessun affetto.*	I.	L'uomo. Il corpo umano nelle sue parti e nelle sue funzioni. Pregi e difetti fisici e morali.		
	0428.03.tif	1934-1935	III	428				le tu *disgrazie mi addolorano.*	I.	L'uomo. Il corpo umano nelle sue parti e nelle sue funzioni. Pregi e difetti fisici e morali.		
	0429.03.tif	1934-1935	III	429				*è vero? no! è falso!*	I.	L'uomo. Il corpo umano nelle sue parti e nelle sue funzioni. Pregi e difetti fisici e morali.		
	0430.03.tif	1934-1935	III	430				ti vorrei *lodare,* ma invece *ti debbo biasimare.*	I.	L'uomo. Il corpo umano nelle sue parti e nelle sue funzioni. Pregi e difetti fisici e morali.		
	0431.03.tif	1934-1935	III	431				*salutami tanto il babbo e la mamma.*	II	La nascita. Le nozze. La morte.		
	0432.03.tif	1934-1935	III	432				*ti vidi nascere,* quando tua madre mori di parto.	II	La nascita. Le nozze. La morte.		
	0433.03.tif	1934-1935	III	433				ti vidi nascere, *quando tua madre mori di parto.*	II	La nascita. Le nozze. La morte.		
	0434.03.tif	1934-1935	III	434				*ho preparato un corredino* con ventiquattro pezze e dodici fasce.	II	La nascita. Le nozze. La morte.		
	0435.03.tif	1934-1935	III	435				ho preparato un corredino *con ventiquattro pezze e dodici fasce.*	II	La nascita. Le nozze. La morte.		
	0436.03.tif	1934-1935	III	436				ha *i dolori di parto,* bisogna chiamare *la levatrice.*	II	La nascita. Le nozze. La morte.		
	0437.03.tif	1934-1935	III	437				mi *è nato, -a un figlio ~ una figlia.*	II	La nascita. Le nozze. La morte.		
	0438.03.tif	1934-1935	III	438				*di che sesso è il neonato?* maschio ~ femmina.	II	La nascita. Le nozze. La morte.		
	0439.03.tif	1934-1935	III	439				di che sesso è il neonato? *maschio ~ femmina.*	II	La nascita. Le nozze. La morte.		
	0440.03.tif	1934-1935	III	440	a			*ha fatto un aborto* di tre mesi. 	II	La nascita. Le nozze. La morte.		
	0440.03.tif	1934-1935	III	440	b			ha fatto *un figlio di sette mesi.*	II	La nascita. Le nozze. La morte.		
	0441.03.tif	1934-1935	III	441				*ha abortito* di cinque mesi.	II	La nascita. Le nozze. La morte.		
	0442.03.tif	1934-1935	III	442				non puoi più *allattare il bambino,* bisogna *divezzarlo.*	II	La nascita. Le nozze. La morte.		
	0443.03.tif	1934-1935	III	443				bisogna *darlo a balia.*	II	La nascita. Le nozze. La morte.		
	0444.03.tif	1934-1935	III	444				[ella] *gli potrebbe fare qualche pappina* [al bambino].	II	La nascita. Le nozze. La morte.		
	0445.03.tif	1934-1935	III	445	a			il bambino *vagisce.* 	II	La nascita. Le nozze. La morte.		
	0445.03.tif	1934-1935	III	445	b			il bambino [dai due ai sette anni] *piange.*	II	La nascita. Le nozze. La morte.		
	0446.03.tif	1934-1935	III	446				*mettete la bambina nella culla,* bisogna cullarla.	II	La nascita. Le nozze. La morte.		
	0447.03.tif	1934-1935	III	447				mettete la bambina neIla culla, *bisogna cullarla.*	II	La nascita. Le nozze. La morte.		
	0448.03.tif	1934-1935	III	448				bisogna *battezzare i bambini appena nati.*	II	La nascita. Le nozze. La morte.		
	0449.03.tif	1934-1935	III	449				siamo *compare e comare,* dunque dobbiamo volerci bene.	II	La nascita. Le nozze. La morte.		
	0450.03.tif	1934-1935	III	450				siamo compare e comare, *dunque dobbiamo volerci bene.*	II	La nascita. Le nozze. La morte.		
	0451.03.tif	1934-1935	III	451				è *il mio figlioccio,* gli ho fatlo da padrino ~ madrina.	II	La nascita. Le nozze. La morte.		
	0452.03.tif	1934-1935	III	452				è il mio figlioccio, *gli ho fatto da padrino ~ madrina.*	II	La nascita. Le nozze. La morte.		
	0453.03.tif	1934-1935	III	453				[egli] ha *la fontanella* ancora *aperta.*	II	La nascita. Le nozze. La morte.		
	0454.03.tif	1934-1935	III	454				*guarda come* [egli] *somiglia* a suo padre	II	La nascita. Le nozze. La morte.		
	0455.03.tif	1934-1935	III	455				[egli] comincia a camminare *col carruccio.*	II	La nascita. Le nozze. La morte.		
	0456.03.tif	1934-1935	III	456				[egli] *non vuol dormire,* cantagli la ninna-nanna	II	La nascita. Le nozze. La morte.		
	0457.03.tif	1934-1935	III	457				[egli] non vuol dormire, *cantagli la ninna-nanna.*	II	La nascita. Le nozze. La morte.		
	0458.03.tif	1934-1935	III	458				è il mio *moroso* ~ la mia *morosa.*	II	La nascita. Le nozze. La morte.		
	0459.03.tif	1934-1935	III	459				*non si è voluto, -a ammogliare ~ maritare.*	II	La nascita. Le nozze. La morte.		
	0460.03.tif	1934-1935	III	460				*è rimasto, -a celibe ~ nubile.*	II	La nascita. Le nozze. La morte.		
	0461.03.tif	1934-1935	III	461				*è stato il mio paraninfo.*	II	La nascita. Le nozze. La morte.		
	0462.03.tif	1934-1935	III	462				oggi i parenti *andranno a conoscere la fidanzata.*	II	La nascita. Le nozze. La morte.		
	0463.03.tif	1934-1935	III	463				sono *fidanzati e si amano* tanto.	II	La nascita. Le nozze. La morte.		
	0464.03.tif	1934-1935	III	464	a			le ha dato *l'anello del fidanzamento.* 	II	La nascita. Le nozze. La morte.		
	0464.03.tif	1934-1935	III	464	b			hanno fatto *il fidanzamento.*	II	La nascita. Le nozze. La morte.		
	0465.03.tif	1934-1935	III	465				presto *faranno le pubblicazioni di matrimonio.*	II	La nascita. Le nozze. La morte.		
	0466.03.tif	1934-1935	III	466				*non Io, -a sposo,* perché è troppo geloso, - a.	II	La nascita. Le nozze. La morte.		
	0467.03.tif	1934-1935	III	467				non lo, - a sposo, *perché è troppo geloso, -a.*	II	La nascita. Le nozze. La morte.		
	0468.03.tif	1934-1935	III	468				*faceva la puttana, non la sposare!*	II	La nascita. Le nozze. La morte.		
	0469.03.tif	1934-1935	III	469				*se ti sposassi, mi saresti fedele?* [detto ad una donna]	II	La nascita. Le nozze. La morte.		
	0470.03.tif	1934-1935	III	470				*facciamo* [imp.] *le nozze!*	II	La nascita. Le nozze. La morte.		
	0471.03.tif	1934-1935	III	471				andiamo [imp.] a *vedere il corteo degl'invitati* [alle nozze]!	II	La nascita. Le nozze. La morte.		
	0472.03.tif	1934-1935	III	472				*si è messa, -o l'abito da sposa, -o.*	II	La nascita. Le nozze. La morte.		
	0473.03.tif	1934-1935	III	473				*sparano i mortaretti in onore degli sposi.*	II	La nascita. Le nozze. La morte.		
	0474.03.tif	1934-1935	III	474	a			*i cavalieri hanno accompagnato la sposa* a casa dello sposo. 	II	La nascita. Le nozze. La morte.		
	0474.03.tif	1934-1935	III	474	b			*hanno fatto l'arresto* dove passeranno gli sposi.	II	La nascita. Le nozze. La morte.		
	0475.03.tif	1934-1935	III	475				*il pranzo di nozze* è stato *sontuoso.*	II	La nascita. Le nozze. La morte.		
	0476.03.tif	1934-1935	III	476				[egli] ha dato alla figlia *una bella dote.*	II	La nascita. Le nozze. La morte.		
	0477.03.tif	1934-1935	III	477				*la moglie è gravida,* ma il marito non se ne dà pensiero.	II	La nascita. Le nozze. La morte.		
	0478.03.tif	1934-1935	III	478				la moglie è gravida, *ma il marito non se ne dà pensiero.*	II	La nascita. Le nozze. La morte.		
	0479.03.tif	1934-1935	III	479				*si sposano due vedovi* e gli fanno la scampanata.	II	La nascita. Le nozze. La morte.		
	0480.03.tif	1934-1935	III	480				si sposano due vedovi *e gli fanno la scampanata.*	II	La nascita. Le nozze. La morte.		
	0481.03.tif	1934-1935	III	481				*io muoio, vi* [riferito a una sola persona] *raccomando la mia famiglia.*	II	La nascita. Le nozze. La morte.		
	0482.03.tif	1934-1935	III	482				tu *muori per i troppi stravizi.*	II	La nascita. Le nozze. La morte.		
	0483.03.tif	1934-1935	III	483				*morirò di dolore.*	II	La nascita. Le nozze. La morte.		
	0484.03.tif	1934-1935	III	484				*se non mi curassi, morirei* presto.	II	La nascita. Le nozze. La morte.		
	0485.03.tif	1934-1935	III	485				*moriremo tutti* piuttosto che arrenderci.	II	La nascita. Le nozze. La morte.		
	0486.03.tif	1934-1935	III	486				moriremo tutti *piuttosto che arrenderci.*	II	La nascita. Le nozze. La morte.		
	0487.03.tif	1934-1935	III	487				*vuoi che muoia di crepacuore?*	II	La nascita. Le nozze. La morte.		
	0488.03.tif	1934-1935	III	488				*vorresti che io morissi?*	II	La nascita. Le nozze. La morte.		
	0489.03.tif	1934-1935	III	489				[essi] *portano il Viatico* a quel poveretto che sta per morire.	II	La nascita. Le nozze. La morte.		
	0490.03.tif	1934-1935	III	490				[essi] portano il Viatico a quel poveretto *che sta per morire.*	II	La nascita. Le nozze. La morte.		
	0491.03.tif	1934-1935	III	491				*è entrato in agonia.*	II	La nascita. Le nozze. La morte.		
	0492.03.tif	1934-1935	III	492				è *moribondo, ha già il rantolo.*	II	La nascita. Le nozze. La morte.		
	0493.03.tif	1934-1935	III	493				[egli] *comincia a rantolare.*	II	La nascita. Le nozze. La morte.		
	0494.03.tif	1934-1935	III	494				*se* [egli] *è in punto di morte,* bisogna dargli l'estrema unzione.	II	La nascita. Le nozze. La morte.		
	0495.03.tif	1934-1935	III	495				se [egli] è in punto di morte, bisogna *dargli l'estrema unzione.*	II	La nascita. Le nozze. La morte.		
	0496.03.tif	1934-1935	III	496				*è morto stanotte,* dobbiamo vegliarlo.	II	La nascita. Le nozze. La morte.		
	0497.03.tif	1934-1935	III	497				è morto stanotte, *dobbiamo vegliarlo.*	II	La nascita. Le nozze. La morte.		
	0498.03.tif	1934-1935	III	498				[essi] *lo vogliono ammazzare.*	II	La nascita. Le nozze. La morte.		
	0499.03.tif	1934-1935	III	499				[essi] *l'hanno assassinato, bisogna vendicarlo!*	II	La nascita. Le nozze. La morte.		
	0500.03.tif	1934-1935	III	500				[essi] *hanno messo* il morto *nella cassa,* il convoglio funebre è pronto.	II	La nascita. Le nozze. La morte.		
	0501.03.tif	1934-1935	III	501				[essi] hanno messo il morto nella cassa, *il convoglio funebre è pronto.*	II	La nascita. Le nozze. La morte.		
	0502.03.tif	1934-1935	III	502				[essi] gli faranno un bel *funerale,* con molte *corone di fiori.*	II	La nascita. Le nozze. La morte.		
	0503.03.tif	1934-1935	III	503				[essi] *hanno disposto il morto ....* [sul letto, opp. sulla tavola]	II	La nascita. Le nozze. La morte.		
	0504.03.tif	1934-1935	III	504				*le prefiche gli fanno il lamento funebre.*	II	La nascita. Le nozze. La morte.		
	0505.03.tif	1934-1935	III	505				*sapete* [riferito a una sola persona] *fare il lamento funebre?*	II	La nascita. Le nozze. La morte.		
	0506.03.tif	1934-1935	III	506				[essi] *lo portano a seppellire, poi....* [altre pratiche eventualmente in uso]	II	La nascita. Le nozze. La morte.		
	0507.03.tif	1934-1935	III	507				*è venuto a prenderlo....* [il beccamorti, opp. la confraternila, opp. ....]	II	La nascita. Le nozze. La morte.		
	0508.03.tif	1934-1935	III	508				[essi] portano *la croce al cimitero,* sulla fossa dove è sepolto.	II	La nascita. Le nozze. La morte.		
	0509.03.tif	1934-1935	III	509				[essi] portano la croce a] cimitero, *sulla fossa dove è sepolto.*	II	La nascita. Le nozze. La morte.		
	0510.03.tif	1934-1935	III	510				porta *il lutto,* perché è *vedova.*	II	La nascita. Le nozze. La morte.		
	0511.03.tif	1934-1935	III	511				*ho avuto una grande eredità.*	II	La nascita. Le nozze. La morte.		
	0512.03.tif	1934-1935	III	512				*dobbiamo fare una vita disperata.*	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0513.03.tif	1934-1935	III	513				*sono piu morto che vivo.*	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0514.03.tif	1934-1935	III	514				non posso *vivere a questo modo.*	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0515.03.tif	1934-1935	III	515				*sarei felice, se vivesse* ancora la mia povera bimba.	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0516.03.tif	1934-1935	III	516				sarei felice, se vivesse ancora *la mia povera bimba.*	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0517.03.tif	1934-1935	III	517				*il mio povero bimbo visse* fino a cinque anni.	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0518.03.tif	1934-1935	III	518				*durante la guerra, vivevamo di stenti.*	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0519.03.tif	1934-1935	III	519				se tu *le volessi bene, vivrebbe felice.*	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0520.03.tif	1934-1935	III	520				tu vuoi *ch'io viva* sempre *fra i dolori.*	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0521.03.tif	1934-1935	III	521	a			[egli] *ha vissuto* sempre male. 	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0521.03.tif	1934-1935	III	521	b			mori povero come *aveva vissuto.*	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0522.03.tif	1934-1935	III	522				*da bambino, -a* avevo tanti giocattoli. 	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0523.03.tif	1934-1935	III	523				da bambino, - a *avevo tanti giocattoli.*	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0524.03.tif	1934-1935	III	524				*sei ancora piccolo,* quando sarai grande, farai quel che vorrai.	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0525.03.tif	1934-1935	III	525				sei ancora piccolo, *quando sarai grande,* farai quel che vorrai.	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0526.03.tif	1934-1935	III	526				sei ancora piccolo, quando sarai grande, *farai quel che vorrai.*	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0527.03.tif	1934-1935	III	527				[essi] *faranno ciò che vorranno!*	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0528.03.tif	1934-1935	III	528				*tanto peggio per loro!*	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0529.03.tif	1934-1935	III	529	a			che *bimbettaccia scontrosa!*	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0529.03.tif	1934-1935	III	529	b			è *un marmocchio* pieno di capricci.	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0530.03.tif	1934-1935	III	530				*quando me la condurrai la tua ragazzina?*	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0531.03.tif	1934-1935	III	531				*il tuo ragazzino* è molto *vivace.*	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0532.03.tif	1934-1935	III	532				tutti *preferiscono la giovinezza alla vecchiaia.*	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0533.03.tif	1934-1935	III	533				*da giovane ero ricco, -a.*	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0534.03.tif	1934-1935	III	534				*quanti anni hai?*	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0535.03.tif	1934-1935	III	535				*sono ormai un uomo ~ una donna.*	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0536.03.tif	1934-1935	III	536				*la vecchia vive da sola*	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0537.03.tif	1934-1935	III	537				*non vedi che sei vecchio quanto me?*	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0538.03.tif	1934-1935	III	538				*buon giorno, ....* [rivolgendosi a persona matura e chiamandola a nome]	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0539.03.tif	1934-1935	III	539				*sto con mio zio ~ con mia zia ~ coi miei zii.*	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0540.03.tif	1934-1935	III	540				andrò dal mio *....* [zio di secondo grado]	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0541.03.tif	1934-1935	III	541				vado a casa di tuo *nipote* ~ della tua *nipote* ~ dei tuoi *nipoti.*	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0542.03.tif	1934-1935	III	542				[egli] andò dal suo *nonno* ~ dalla sua *nonna* ~ dai suoi *nonni.*	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0543.03.tif	1934-1935	III	543	a			il mio *bisnonno* ~ la mia *bisnonna* è ancora vegeto, -a.	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0543.03.tif	1934-1935	III	543	b			è il mio *trisavolo.*	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0544.03.tif	1934-1935	III	544				il mio bisnonno ~ la mia bisnonna *è ancora vegeto, -a.*	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0545.03.tif	1934-1935	III	545				è nostro *fratello*  ~ nostra *sorella.*	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0546.03.tif	1934-1935	III	546				*salutatemi* [riferito a una sola persona] *il, la, i vostro, -a, -i cugino, -a, -i.*	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0547.03.tif	1934-1935	III	547				i miei *biscugini sono gemelli.*	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0548.03.tif	1934-1935	III	548				*i suoceri vivono d'accordo* col loro genero e con la loro nuora.	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0549.03.tif	1934-1935	III	549				i suoceri vivono d'accordo *col loro genero e con la loro nuora.*	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0550.03.tif	1934-1935	III	550				*dovre ti rispettare il, la, i tuo, -a, -oi cognato, -a, -i.*	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0551.03.tif	1934-1935	III	551				tu sei un vero *patrigno* ~ una vera *matrigna.*	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0552.03.tif	1934-1935	III	552				*mi tratti come* un fratellastro! ~ una sorellastra!	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0553.03.tif	1934-1935	III	553				mi tratti come *un fratellastro! ~ una sorellastra!*	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0554.03.tif	1934-1935	III	554				[essi] *lo trattano con parzialità,* perchè è il primogenito ~ l'ultimogenito.	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0555.03.tif	1934-1935	III	555				[essi] lo trattano con parzialità, perchè è *il primogenito ~ l'ultimogenito.*	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0556.03.tif	1934-1935	III	556				*conosco Battista,* ma non cerco lui.	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0557.03.tif	1934-1935	III	557				conosco Battista. *ma non cerco lui.*	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0558.03.tif	1934-1935	III	558				*se venissi, verrei con....* [alcuni nomi personali maschili in uso nel paese e più particolarmente noti alla fonte].	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0559.03.tif	1934-1935	III	559				se venissi, verrei con .... [alcuni nomi personali maschili in uso nel paese e più particolarmente noti alla fonte].	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0560.03.tif	1934-1935	III	560				se venissi, verrei con .... [alcuni nomi personali maschili in uso nel paese e più particolarmente noti alla fonte].	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0561.03.tif	1934-1935	III	561				se venissi, verrei con .... [ alcuni nomi personali maschili in uso nel paese e piu particolarmente noti nlla fonte].	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0562.03.tif	1934-1935	III	562				se venissi, verrei con .... [alcuni nomi personali femminili in uso nel paese e più particolarmente noti alla fonte].	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0563.03.tif	1934-1935	III	563				se venissi, verrei con .... [alcuni nomi personali femminili in uso nel paese e più particolarmente noti alla fonte].	III	L'età nei due sessi. Nomi di parentela. Nomi di battesimo.		
	0564.03.tif	1934-1935	III	564				non ho voglia *di stare al mondo.*	IV	Corpi celesti in relazione alla terra. Fenomeni atmosferici.		
	0565.03.tif	1934-1935	III	565				*la terra gira intorno al sole.*	IV	Corpi celesti in relazione alla terra. Fenomeni atmosferici.		
	0566.03.tif	1934-1935	III	566				il sole *sorge a levante e tramonta a ponente.*	IV	Corpi celesti in relazione alla terra. Fenomeni atmosferici.		
	0567.03.tif	1934-1935	III	567				in cielo *si leva la luna.*	IV	Corpi celesti in relazione alla terra. Fenomeni atmosferici.		
	0568.03.tif	1934-1935	III	568				*domani fa* la luna.	IV	Corpi celesti in relazione alla terra. Fenomeni atmosferici.		
	0569.03.tif	1934-1935	III	569	a			domani *sarà luna piena.*	IV	Corpi celesti in relazione alla terra. Fenomeni atmosferici.		
	0569.03.tif	1934-1935	III	569	b			è luna *vecchia* o luna *nuova?*	IV	Corpi celesti in relazione alla terra. Fenomeni atmosferici.		
	0570.03.tif	1934-1935	III	570				è un uomo *un po' lunatico.*	IV	Corpi celesti in relazione alla terra. Fenomeni atmosferici.		
	0571.03.tif	1934-1935	III	571				fammi vedere *il lunario ~ l'almanacco* [libretto con previsioni atmosferiche e notizie varie].	IV	Corpi celesti in relazione alla terra. Fenomeni atmosferici.		
	0572.03.tif	1934-1935	III	572				*spuntano le stelle.*	IV	Corpi celesti in relazione alla terra. Fenomeni atmosferici.		
	0573.03.tif	1934-1935	III	573				quando ero giovane, *mi capitò di vedere* una cometa.	IV	Corpi celesti in relazione alla terra. Fenomeni atmosferici.		
	0574.03.tif	1934-1935	III	574	a			quando ero giovane, mi capitò di vedere *una cometa.*	IV	Corpi celesti in relazione alla terra. Fenomeni atmosferici.		
	0574.03.tif	1934-1935	III	574	b			guarda *le stelle cadenti!*	IV	Corpi celesti in relazione alla terra. Fenomeni atmosferici.		
	0575.03.tif	1934-1935	III	575				son nato *sotto cattiva stella.*	IV	Corpi celesti in relazione alla terra. Fenomeni atmosferici.		
	0576.03.tif	1934-1935	III	576				quella è *l'Orsa Maggiore* e quella è *la stella Venere.*	IV	Corpi celesti in relazione alla terra. Fenomeni atmosferici.		
	0577.03.tif	1934-1935	III	577				*stasera si vede ~ vedono* bene la Via Lattea ~ le Pleiadi ~ Orione.	IV	Corpi celesti in relazione alla terra. Fenomeni atmosferici.		
	0578.03.tif	1934-1935	III	578				stasera si vede ~ vedono bene *la Via Lattea* ~ le Pleiadi ~ Orione.	IV	Corpi celesti in relazione alla terra. Fenomeni atmosferici.		
	0579.03.tif	1934-1935	III	579				stasera si vede ~ vedono bene la Via Lattea ~ *le Pleiadi ~ Orione.*	IV	Corpi celesti in relazione alla terra. Fenomeni atmosferici.		
	0580.03.tif	1934-1935	III	580				*c'è troppa luce,*  chiudi le imposte!	IV	Corpi celesti in relazione alla terra. Fenomeni atmosferici.		
	0581.03.tif	1934-1935	III	581				c'è troppa luce, *chiudi le imposte!*	IV	Corpi celesti in relazione alla terra. Fenomeni atmosferici.		
	0582.03.tif	1934-1935	III	582				ho visto *un gran chiarore entrar* nella stanza.	IV	Corpi celesti in relazione alla terra. Fenomeni atmosferici.		
	0583.03.tif	1934-1935	III	583				abbiamo *sentito due scosse di terremoto.*	IV	Corpi celesti in relazione alla terra. Fenomeni atmosferici.		
	0584.03.tif	1934-1935	III	584				*che tempo fa?*	IV	Corpi celesti in relazione alla terra. Fenomeni atmosferici.		
	0585.03.tif	1934-1935	III	585	a			*è un brutto tempo* e fa un caldo sofsocanle. 	IV	Corpi celesti in relazione alla terra. Fenomeni atmosferici.		
	0585.03.tif	1934-1935	III	585	b			è *un tempaccio.*	IV	Corpi celesti in relazione alla terra. Fenomeni atmosferici.		
	0586.03.tif	1934-1935	III	586				è un brutto tempo *e fa un caldo soffocante.*	IV	Corpi celesti in relazione alla terra. Fenomeni atmosferici.		
	0587.03.tif	1934-1935	III	587	a			oggi c'è *un'aria* molto *calda.*	IV	Corpi celesti in relazione alla terra. Fenomeni atmosferici.		
	0587.03.tif	1934-1935	III	587	b			oggi c'è *della nebbia.*	IV	Corpi celesti in relazione alla terra. Fenomeni atmosferici.		
	0588.03.tif	1934-1935	III	588				*è una giornata afosa,* e il sudore mi sgorga da tutte le parli.	IV	Corpi celesti in relazione alla terra. Fenomeni atmosferici.		
	0589.03.tif	1934-1935	III	589				è una giornata afosa, e *il sudore mi sgorga da tutte le parti.*	IV	Corpi celesti in relazione alla terra. Fenomeni atmosferici.		
	0590.03.tif	1934-1935	III	590				[egli] *suda e non deve bere,* anche ha sete.	IV	Corpi celesti in relazione alla terra. Fenomeni atmosferici.		
	0591.03.tif	1934-1935	III	591				[egli] suda e non deve bere, *anche se ha sete.*	IV	Corpi celesti in relazione alla terra. Fenomeni atmosferici.		
	0592.03.tif	1934-1935	III	592				*ho la gola secca e berrei,* se ci fosse dell'acqua fresca.	IV	Corpi celesti in relazione alla terra. Fenomeni atmosferici.		
	0593.03.tif	1934-1935	III	593				ho la gola secca e berrei, *se ci fosse dell'acqua fresca.*	IV	Corpi celesti in relazione alla terra. Fenomeni atmosferici.		
	0594.03.tif	1934-1935	III	594	a			*berrò* del vino, se lo berrai anche tu. 	IV	Corpi celesti in relazione alla terra. Fenomeni atmosferici.		
	0594.03.tif	1934-1935	III	594	b			*beviamo* [ind.] alla vostra salute. ~  *beviamo* [imp.] alla vostrra salute!	IV	Corpi celesti in relazione alla terra. Fenomeni atmosferici.		
